,realtime_start,date,value,series_id,description,dtime
3669,2014-03-07,2014-02-01,7186.0,LNS12032194, Part-Time for Econ Reasons,2014-02-01
1857,2014-04-08,2014-02-01,3780.0,JTS1000JOL, Job Openings: Total Private,2014-02-01
2348,2014-11-03,2014-02-01,99.4521366490929,CSCICP03USM665S, OECD US Consumer Confidence,2014-02-01
2021,2014-04-08,2014-02-01,4287.0,JTS1000HIL,  Hires: Total Private ,2014-02-01
3504,2014-03-07,2014-02-01,63.0,CIVPART, Civilian Participation Rate,2014-02-01
250,2014-03-05,2014-02-01,115843.424,NPPTTL, ADP,2014-02-01
2679,2014-03-07,2014-02-01,6.7,UNRATE, Unemployment Rate,2014-02-01
1421,2014-02-13,2014-02-01,2953000.0,CCSA, Continued Claims ,2014-02-01
2518,2014-11-03,2014-02-01,100.005995272711,BSCICP03USM665S, OECD Business Confidence,2014-02-01
3009,2014-03-07,2014-02-01,155724.0,CLF16OV, Civilian Labor Force,2014-02-01
700,2014-02-06,2014-02-01,331000.0,ICSA, Initial Claims,2014-02-01
2844,2014-03-07,2014-02-01,10459.0,UNEMPLOY, Unemployment Level,2014-02-01
1422,2014-02-20,2014-02-08,2981000.0,CCSA, Continued Claims ,2014-02-08
701,2014-02-13,2014-02-08,339000.0,ICSA, Initial Claims,2014-02-08
1423,2014-02-27,2014-02-15,2964000.0,CCSA, Continued Claims ,2014-02-15
702,2014-02-20,2014-02-15,336000.0,ICSA, Initial Claims,2014-02-15
1424,2014-03-06,2014-02-22,2907000.0,CCSA, Continued Claims ,2014-02-22
703,2014-02-27,2014-02-22,348000.0,ICSA, Initial Claims,2014-02-22
2022,2014-05-09,2014-03-01,4315.0,JTS1000HIL,  Hires: Total Private ,2014-03-01
2680,2014-04-04,2014-03-01,6.7,UNRATE, Unemployment Rate,2014-03-01
2186,2014-05-09,2014-03-01,4129.0,JTS1000TSL,  Total Separations: Total Private ,2014-03-01
704,2014-03-06,2014-03-01,323000.0,ICSA, Initial Claims,2014-03-01
1425,2014-03-13,2014-03-01,2855000.0,CCSA, Continued Claims ,2014-03-01
3670,2014-04-04,2014-03-01,7411.0,LNS12032194, Part-Time for Econ Reasons,2014-03-01
3505,2014-04-04,2014-03-01,63.2,CIVPART, Civilian Participation Rate,2014-03-01
1858,2014-05-09,2014-03-01,3631.0,JTS1000JOL, Job Openings: Total Private,2014-03-01
3010,2014-04-04,2014-03-01,156227.0,CLF16OV, Civilian Labor Force,2014-03-01
2353,2014-11-03,2014-03-01,99.4849684785091,CSCICP03USM665S, OECD US Consumer Confidence,2014-03-01
2516,2014-11-03,2014-03-01,100.104631424473,BSCICP03USM665S, OECD Business Confidence,2014-03-01
3340,2014-04-04,2014-03-01,12.7,U6Rate, Unemployed plus Marginally Attached ,2014-03-01
86,2014-04-04,2014-03-01,116087.0,USPRIV, BLS private,2014-03-01
2845,2014-04-04,2014-03-01,10486.0,UNEMPLOY, Unemployment Level,2014-03-01
3175,2014-04-04,2014-03-01,3739.0,UEMP27OV, Unemployed for 27 Weeks,2014-03-01
251,2014-04-02,2014-03-01,116067.761,NPPTTL, ADP,2014-03-01
1426,2014-03-20,2014-03-08,2889000.0,CCSA, Continued Claims ,2014-03-08
705,2014-03-13,2014-03-08,315000.0,ICSA, Initial Claims,2014-03-08
1427,2014-03-27,2014-03-15,2823000.0,CCSA, Continued Claims ,2014-03-15
706,2014-03-20,2014-03-15,320000.0,ICSA, Initial Claims,2014-03-15
1428,2014-04-03,2014-03-22,2836000.0,CCSA, Continued Claims ,2014-03-22
707,2014-03-27,2014-03-22,311000.0,ICSA, Initial Claims,2014-03-22
708,2014-04-03,2014-03-29,326000.0,ICSA, Initial Claims,2014-03-29
1429,2014-04-10,2014-03-29,2776000.0,CCSA, Continued Claims ,2014-03-29
2023,2014-06-10,2014-04-01,4422.0,JTS1000HIL,  Hires: Total Private ,2014-04-01
1859,2014-06-10,2014-04-01,4045.0,JTS1000JOL, Job Openings: Total Private,2014-04-01
252,2014-04-30,2014-04-01,116320.313,NPPTTL, ADP,2014-04-01
87,2014-05-02,2014-04-01,116383.0,USPRIV, BLS private,2014-04-01
3671,2014-05-02,2014-04-01,7465.0,LNS12032194, Part-Time for Econ Reasons,2014-04-01
3341,2014-05-02,2014-04-01,12.3,U6Rate, Unemployed plus Marginally Attached ,2014-04-01
2350,2014-11-03,2014-04-01,99.5603480962603,CSCICP03USM665S, OECD US Consumer Confidence,2014-04-01
2514,2014-11-03,2014-04-01,100.279051171029,BSCICP03USM665S, OECD Business Confidence,2014-04-01
3176,2014-05-02,2014-04-01,3452.0,UEMP27OV, Unemployed for 27 Weeks,2014-04-01
2846,2014-05-02,2014-04-01,9753.0,UNEMPLOY, Unemployment Level,2014-04-01
3506,2014-05-02,2014-04-01,62.8,CIVPART, Civilian Participation Rate,2014-04-01
3011,2014-05-02,2014-04-01,155421.0,CLF16OV, Civilian Labor Force,2014-04-01
2187,2014-06-10,2014-04-01,4219.0,JTS1000TSL,  Total Separations: Total Private ,2014-04-01
2681,2014-05-02,2014-04-01,6.3,UNRATE, Unemployment Rate,2014-04-01
709,2014-04-10,2014-04-05,300000.0,ICSA, Initial Claims,2014-04-05
1430,2014-04-17,2014-04-05,2739000.0,CCSA, Continued Claims ,2014-04-05
710,2014-04-17,2014-04-12,304000.0,ICSA, Initial Claims,2014-04-12
1431,2014-04-24,2014-04-12,2680000.0,CCSA, Continued Claims ,2014-04-12
711,2014-04-24,2014-04-19,329000.0,ICSA, Initial Claims,2014-04-19
1432,2014-05-01,2014-04-19,2771000.0,CCSA, Continued Claims ,2014-04-19
712,2014-05-01,2014-04-26,344000.0,ICSA, Initial Claims,2014-04-26
1433,2014-05-08,2014-04-26,2685000.0,CCSA, Continued Claims ,2014-04-26
3342,2014-06-06,2014-05-01,12.2,U6Rate, Unemployed plus Marginally Attached ,2014-05-01
3012,2014-06-06,2014-05-01,155613.0,CLF16OV, Civilian Labor Force,2014-05-01
2519,2014-11-03,2014-05-01,100.445798069079,BSCICP03USM665S, OECD Business Confidence,2014-05-01
88,2014-06-06,2014-05-01,116594.0,USPRIV, BLS private,2014-05-01
2024,2014-07-08,2014-05-01,4428.0,JTS1000HIL,  Hires: Total Private ,2014-05-01
2847,2014-06-06,2014-05-01,9799.0,UNEMPLOY, Unemployment Level,2014-05-01
2682,2014-06-06,2014-05-01,6.3,UNRATE, Unemployment Rate,2014-05-01
2188,2014-07-08,2014-05-01,4205.0,JTS1000TSL,  Total Separations: Total Private ,2014-05-01
253,2014-06-04,2014-05-01,116483.886,NPPTTL, ADP,2014-05-01
1860,2014-07-08,2014-05-01,4212.0,JTS1000JOL, Job Openings: Total Private,2014-05-01
3177,2014-06-06,2014-05-01,3374.0,UEMP27OV, Unemployed for 27 Weeks,2014-05-01
3507,2014-06-06,2014-05-01,62.8,CIVPART, Civilian Participation Rate,2014-05-01
3672,2014-06-06,2014-05-01,7269.0,LNS12032194, Part-Time for Econ Reasons,2014-05-01
2356,2014-11-03,2014-05-01,99.5502037370406,CSCICP03USM665S, OECD US Consumer Confidence,2014-05-01
1434,2014-05-15,2014-05-03,2667000.0,CCSA, Continued Claims ,2014-05-03
713,2014-05-08,2014-05-03,319000.0,ICSA, Initial Claims,2014-05-03
714,2014-05-15,2014-05-10,297000.0,ICSA, Initial Claims,2014-05-10
1435,2014-05-22,2014-05-10,2653000.0,CCSA, Continued Claims ,2014-05-10
1436,2014-05-29,2014-05-17,2631000.0,CCSA, Continued Claims ,2014-05-17
715,2014-05-22,2014-05-17,326000.0,ICSA, Initial Claims,2014-05-17
1437,2014-06-05,2014-05-24,2603000.0,CCSA, Continued Claims ,2014-05-24
716,2014-05-29,2014-05-24,300000.0,ICSA, Initial Claims,2014-05-24
1438,2014-06-12,2014-05-31,2614000.0,CCSA, Continued Claims ,2014-05-31
717,2014-06-05,2014-05-31,312000.0,ICSA, Initial Claims,2014-05-31
3673,2014-07-03,2014-06-01,7544.0,LNS12032194, Part-Time for Econ Reasons,2014-06-01
2520,2014-11-03,2014-06-01,100.61372899518,BSCICP03USM665S, OECD Business Confidence,2014-06-01
89,2014-07-03,2014-06-01,116872.0,USPRIV, BLS private,2014-06-01
3508,2014-07-03,2014-06-01,62.8,CIVPART, Civilian Participation Rate,2014-06-01
3013,2014-07-03,2014-06-01,155694.0,CLF16OV, Civilian Labor Force,2014-06-01
3178,2014-07-03,2014-06-01,3081.0,UEMP27OV, Unemployed for 27 Weeks,2014-06-01
2848,2014-07-03,2014-06-01,9474.0,UNEMPLOY, Unemployment Level,2014-06-01
2683,2014-07-03,2014-06-01,6.1,UNRATE, Unemployment Rate,2014-06-01
1861,2014-08-12,2014-06-01,4205.0,JTS1000JOL, Job Openings: Total Private,2014-06-01
2025,2014-08-12,2014-06-01,4547.0,JTS1000HIL,  Hires: Total Private ,2014-06-01
2355,2014-11-03,2014-06-01,99.5298955030668,CSCICP03USM665S, OECD US Consumer Confidence,2014-06-01
2189,2014-08-12,2014-06-01,4264.0,JTS1000TSL,  Total Separations: Total Private ,2014-06-01
254,2014-07-02,2014-06-01,116754.41,NPPTTL, ADP,2014-06-01
3343,2014-07-03,2014-06-01,12.1,U6Rate, Unemployed plus Marginally Attached ,2014-06-01
718,2014-06-12,2014-06-07,317000.0,ICSA, Initial Claims,2014-06-07
1439,2014-06-19,2014-06-07,2561000.0,CCSA, Continued Claims ,2014-06-07
1440,2014-06-26,2014-06-14,2571000.0,CCSA, Continued Claims ,2014-06-14
719,2014-06-19,2014-06-14,312000.0,ICSA, Initial Claims,2014-06-14
720,2014-06-26,2014-06-21,312000.0,ICSA, Initial Claims,2014-06-21
1441,2014-07-03,2014-06-21,2579000.0,CCSA, Continued Claims ,2014-06-21
721,2014-07-03,2014-06-28,315000.0,ICSA, Initial Claims,2014-06-28
1442,2014-07-10,2014-06-28,2584000.0,CCSA, Continued Claims ,2014-06-28
3674,2014-08-01,2014-07-01,7511.0,LNS12032194, Part-Time for Econ Reasons,2014-07-01
90,2014-08-01,2014-07-01,117082.0,USPRIV, BLS private,2014-07-01
2684,2014-08-01,2014-07-01,6.2,UNRATE, Unemployment Rate,2014-07-01
2190,2014-09-09,2014-07-01,4297.0,JTS1000TSL,  Total Separations: Total Private ,2014-07-01
3344,2014-08-01,2014-07-01,12.2,U6Rate, Unemployed plus Marginally Attached ,2014-07-01
3509,2014-08-01,2014-07-01,62.9,CIVPART, Civilian Participation Rate,2014-07-01
3179,2014-08-01,2014-07-01,3155.0,UEMP27OV, Unemployed for 27 Weeks,2014-07-01
2849,2014-08-01,2014-07-01,9671.0,UNEMPLOY, Unemployment Level,2014-07-01
255,2014-07-30,2014-07-01,117006.43,NPPTTL, ADP,2014-07-01
3014,2014-08-01,2014-07-01,156023.0,CLF16OV, Civilian Labor Force,2014-07-01
2352,2014-11-03,2014-07-01,99.5267657604208,CSCICP03USM665S, OECD US Consumer Confidence,2014-07-01
2026,2014-09-09,2014-07-01,4574.0,JTS1000HIL,  Hires: Total Private ,2014-07-01
1862,2014-09-09,2014-07-01,4187.0,JTS1000JOL, Job Openings: Total Private,2014-07-01
2513,2014-11-03,2014-07-01,100.82311838834,BSCICP03USM665S, OECD Business Confidence,2014-07-01
722,2014-07-10,2014-07-05,304000.0,ICSA, Initial Claims,2014-07-05
1443,2014-07-24,2014-07-05,2508000.0,CCSA, Continued Claims ,2014-07-05
1444,2014-07-24,2014-07-12,2500000.0,CCSA, Continued Claims ,2014-07-12
723,2014-07-17,2014-07-12,302000.0,ICSA, Initial Claims,2014-07-12
724,2014-07-24,2014-07-19,284000.0,ICSA, Initial Claims,2014-07-19
1445,2014-07-31,2014-07-19,2539000.0,CCSA, Continued Claims ,2014-07-19
725,2014-07-31,2014-07-26,302000.0,ICSA, Initial Claims,2014-07-26
1446,2014-08-07,2014-07-26,2518000.0,CCSA, Continued Claims ,2014-07-26
2191,2014-10-07,2014-08-01,4160.0,JTS1000TSL,  Total Separations: Total Private ,2014-08-01
1863,2014-10-07,2014-08-01,4382.0,JTS1000JOL, Job Openings: Total Private,2014-08-01
2850,2014-09-05,2014-08-01,9591.0,UNEMPLOY, Unemployment Level,2014-08-01
2685,2014-09-05,2014-08-01,6.1,UNRATE, Unemployment Rate,2014-08-01
3510,2014-09-05,2014-08-01,62.8,CIVPART, Civilian Participation Rate,2014-08-01
2027,2014-10-07,2014-08-01,4347.0,JTS1000HIL,  Hires: Total Private ,2014-08-01
2517,2014-11-03,2014-08-01,100.956557095789,BSCICP03USM665S, OECD Business Confidence,2014-08-01
3015,2014-09-05,2014-08-01,155959.0,CLF16OV, Civilian Labor Force,2014-08-01
256,2014-09-04,2014-08-01,117221.715,NPPTTL, ADP,2014-08-01
3180,2014-09-05,2014-08-01,2963.0,UEMP27OV, Unemployed for 27 Weeks,2014-08-01
2354,2014-11-03,2014-08-01,99.6117911810808,CSCICP03USM665S, OECD US Consumer Confidence,2014-08-01
91,2014-09-05,2014-08-01,117221.0,USPRIV, BLS private,2014-08-01
3675,2014-09-05,2014-08-01,7277.0,LNS12032194, Part-Time for Econ Reasons,2014-08-01
3345,2014-09-05,2014-08-01,12.0,U6Rate, Unemployed plus Marginally Attached ,2014-08-01
1447,2014-08-14,2014-08-02,2544000.0,CCSA, Continued Claims ,2014-08-02
726,2014-08-07,2014-08-02,289000.0,ICSA, Initial Claims,2014-08-02
1448,2014-08-21,2014-08-09,2500000.0,CCSA, Continued Claims ,2014-08-09
727,2014-08-14,2014-08-09,311000.0,ICSA, Initial Claims,2014-08-09
728,2014-08-21,2014-08-16,298000.0,ICSA, Initial Claims,2014-08-16
1449,2014-08-28,2014-08-16,2527000.0,CCSA, Continued Claims ,2014-08-16
1450,2014-09-04,2014-08-23,2464000.0,CCSA, Continued Claims ,2014-08-23
729,2014-08-28,2014-08-23,298000.0,ICSA, Initial Claims,2014-08-23
1451,2014-09-11,2014-08-30,2487000.0,CCSA, Continued Claims ,2014-08-30
730,2014-09-04,2014-08-30,302000.0,ICSA, Initial Claims,2014-08-30
3181,2014-10-03,2014-09-01,2954.0,UEMP27OV, Unemployed for 27 Weeks,2014-09-01
3016,2014-10-03,2014-09-01,155862.0,CLF16OV, Civilian Labor Force,2014-09-01
2351,2014-11-03,2014-09-01,99.7600248694526,CSCICP03USM665S, OECD US Consumer Confidence,2014-09-01
3346,2014-10-03,2014-09-01,11.8,U6Rate, Unemployed plus Marginally Attached ,2014-09-01
257,2014-10-01,2014-09-01,117436.541,NPPTTL, ADP,2014-09-01
2851,2014-10-03,2014-09-01,9262.0,UNEMPLOY, Unemployment Level,2014-09-01
3676,2014-10-03,2014-09-01,7103.0,LNS12032194, Part-Time for Econ Reasons,2014-09-01
2686,2014-10-03,2014-09-01,5.9,UNRATE, Unemployment Rate,2014-09-01
2192,2014-11-13,2014-09-01,4480.0,JTS1000TSL,  Total Separations: Total Private ,2014-09-01
1864,2014-11-13,2014-09-01,4290.0,JTS1000JOL, Job Openings: Total Private,2014-09-01
2028,2014-11-13,2014-09-01,4711.0,JTS1000HIL,  Hires: Total Private ,2014-09-01
92,2014-10-03,2014-09-01,117524.0,USPRIV, BLS private,2014-09-01
2515,2014-11-03,2014-09-01,100.910627086168,BSCICP03USM665S, OECD Business Confidence,2014-09-01
3511,2014-10-03,2014-09-01,62.7,CIVPART, Civilian Participation Rate,2014-09-01
1452,2014-09-18,2014-09-06,2514250.0,CCSA, Continued Claims ,2014-09-06
731,2014-09-11,2014-09-06,315000.0,ICSA, Initial Claims,2014-09-06
732,2014-09-18,2014-09-13,280000.0,ICSA, Initial Claims,2014-09-13
1453,2014-09-25,2014-09-13,2439000.0,CCSA, Continued Claims ,2014-09-13
1454,2014-10-02,2014-09-20,2398000.0,CCSA, Continued Claims ,2014-09-20
733,2014-09-25,2014-09-20,293000.0,ICSA, Initial Claims,2014-09-20
1455,2014-10-09,2014-09-27,2381000.0,CCSA, Continued Claims ,2014-09-27
734,2014-10-02,2014-09-27,287000.0,ICSA, Initial Claims,2014-09-27
3182,2014-11-07,2014-10-01,2916.0,UEMP27OV, Unemployed for 27 Weeks,2014-10-01
2852,2014-11-07,2014-10-01,8995.0,UNEMPLOY, Unemployment Level,2014-10-01
2522,2014-12-01,2014-10-01,101.151556035338,BSCICP03USM665S, OECD Business Confidence,2014-10-01
2029,2014-12-09,2014-10-01,4749.0,JTS1000HIL,  Hires: Total Private ,2014-10-01
3677,2014-11-07,2014-10-01,7027.0,LNS12032194, Part-Time for Econ Reasons,2014-10-01
3017,2014-11-07,2014-10-01,156278.0,CLF16OV, Civilian Labor Force,2014-10-01
2357,2014-12-01,2014-10-01,100.053097766784,CSCICP03USM665S, OECD US Consumer Confidence,2014-10-01
93,2014-11-07,2014-10-01,117766.0,USPRIV, BLS private,2014-10-01
2687,2014-11-07,2014-10-01,5.8,UNRATE, Unemployment Rate,2014-10-01
1865,2014-12-09,2014-10-01,4421.0,JTS1000JOL, Job Openings: Total Private,2014-10-01
3512,2014-11-07,2014-10-01,62.8,CIVPART, Civilian Participation Rate,2014-10-01
3347,2014-11-07,2014-10-01,11.5,U6Rate, Unemployed plus Marginally Attached ,2014-10-01
258,2014-11-05,2014-10-01,117638.884,NPPTTL, ADP,2014-10-01
2193,2014-12-09,2014-10-01,4513.0,JTS1000TSL,  Total Separations: Total Private ,2014-10-01
1456,2014-10-16,2014-10-04,2389000.0,CCSA, Continued Claims ,2014-10-04
735,2014-10-09,2014-10-04,287000.0,ICSA, Initial Claims,2014-10-04
1457,2014-10-23,2014-10-11,2351000.0,CCSA, Continued Claims ,2014-10-11
736,2014-10-16,2014-10-11,264000.0,ICSA, Initial Claims,2014-10-11
1458,2014-10-30,2014-10-18,2384000.0,CCSA, Continued Claims ,2014-10-18
737,2014-10-23,2014-10-18,283000.0,ICSA, Initial Claims,2014-10-18
1459,2014-11-06,2014-10-25,2348000.0,CCSA, Continued Claims ,2014-10-25
738,2014-10-30,2014-10-25,287000.0,ICSA, Initial Claims,2014-10-25
2853,2014-12-05,2014-11-01,9110.0,UNEMPLOY, Unemployment Level,2014-11-01
259,2014-12-03,2014-11-01,117837.388,NPPTTL, ADP,2014-11-01
739,2014-11-06,2014-11-01,278000.0,ICSA, Initial Claims,2014-11-01
3678,2014-12-05,2014-11-01,6850.0,LNS12032194, Part-Time for Econ Reasons,2014-11-01
3018,2014-12-05,2014-11-01,156397.0,CLF16OV, Civilian Labor Force,2014-11-01
2523,2015-01-02,2014-11-01,101.196808627215,BSCICP03USM665S, OECD Business Confidence,2014-11-01
2030,2015-01-13,2014-11-01,4688.0,JTS1000HIL,  Hires: Total Private ,2014-11-01
3513,2014-12-05,2014-11-01,62.8,CIVPART, Civilian Participation Rate,2014-11-01
2358,2015-01-02,2014-11-01,100.31473365455,CSCICP03USM665S, OECD US Consumer Confidence,2014-11-01
2194,2015-01-13,2014-11-01,4335.0,JTS1000TSL,  Total Separations: Total Private ,2014-11-01
2688,2014-12-05,2014-11-01,5.8,UNRATE, Unemployment Rate,2014-11-01
3183,2014-12-05,2014-11-01,2815.0,UEMP27OV, Unemployed for 27 Weeks,2014-11-01
94,2014-12-05,2014-11-01,118112.0,USPRIV, BLS private,2014-11-01
3348,2014-12-05,2014-11-01,11.4,U6Rate, Unemployed plus Marginally Attached ,2014-11-01
1866,2015-01-13,2014-11-01,4512.0,JTS1000JOL, Job Openings: Total Private,2014-11-01
1460,2014-11-13,2014-11-01,2392000.0,CCSA, Continued Claims ,2014-11-01
1461,2014-11-20,2014-11-08,2330000.0,CCSA, Continued Claims ,2014-11-08
740,2014-11-13,2014-11-08,290000.0,ICSA, Initial Claims,2014-11-08
1462,2014-11-26,2014-11-15,2316000.0,CCSA, Continued Claims ,2014-11-15
741,2014-11-20,2014-11-15,291000.0,ICSA, Initial Claims,2014-11-15
742,2014-11-26,2014-11-22,313000.0,ICSA, Initial Claims,2014-11-22
1463,2014-12-04,2014-11-22,2362000.0,CCSA, Continued Claims ,2014-11-22
743,2014-12-04,2014-11-29,297000.0,ICSA, Initial Claims,2014-11-29
1464,2014-12-11,2014-11-29,2514000.0,CCSA, Continued Claims ,2014-11-29
3679,2015-01-09,2014-12-01,6790.0,LNS12032194, Part-Time for Econ Reasons,2014-12-01
2031,2015-02-10,2014-12-01,4823.0,JTS1000HIL,  Hires: Total Private ,2014-12-01
3184,2015-01-09,2014-12-01,2785.0,UEMP27OV, Unemployed for 27 Weeks,2014-12-01
2195,2015-02-10,2014-12-01,4573.0,JTS1000TSL,  Total Separations: Total Private ,2014-12-01
2854,2015-01-09,2014-12-01,8688.0,UNEMPLOY, Unemployment Level,2014-12-01
260,2015-01-07,2014-12-01,118107.283,NPPTTL, ADP,2014-12-01
95,2015-01-09,2014-12-01,118402.0,USPRIV, BLS private,2014-12-01
3349,2015-01-09,2014-12-01,11.2,U6Rate, Unemployed plus Marginally Attached ,2014-12-01
1867,2015-02-10,2014-12-01,4510.0,JTS1000JOL, Job Openings: Total Private,2014-12-01
2689,2015-01-09,2014-12-01,5.6,UNRATE, Unemployment Rate,2014-12-01
3019,2015-01-09,2014-12-01,156129.0,CLF16OV, Civilian Labor Force,2014-12-01
3514,2015-01-09,2014-12-01,62.7,CIVPART, Civilian Participation Rate,2014-12-01
2359,2015-02-03,2014-12-01,100.816793308507,CSCICP03USM665S, OECD US Consumer Confidence,2014-12-01
2524,2015-02-03,2014-12-01,100.675424532752,BSCICP03USM665S, OECD Business Confidence,2014-12-01
1465,2014-12-18,2014-12-06,2373000.0,CCSA, Continued Claims ,2014-12-06
744,2014-12-11,2014-12-06,294000.0,ICSA, Initial Claims,2014-12-06
745,2014-12-18,2014-12-13,289000.0,ICSA, Initial Claims,2014-12-13
1466,2014-12-24,2014-12-13,2403000.0,CCSA, Continued Claims ,2014-12-13
1467,2014-12-31,2014-12-20,2353000.0,CCSA, Continued Claims ,2014-12-20
746,2014-12-24,2014-12-20,280000.0,ICSA, Initial Claims,2014-12-20
747,2014-12-31,2014-12-27,298000.0,ICSA, Initial Claims,2014-12-27
1468,2015-01-08,2014-12-27,2452000.0,CCSA, Continued Claims ,2014-12-27
2855,2015-02-06,2015-01-01,8979.0,UNEMPLOY, Unemployment Level,2015-01-01
2360,2015-03-02,2015-01-01,101.374999639324,CSCICP03USM665S, OECD US Consumer Confidence,2015-01-01
3020,2015-02-06,2015-01-01,157180.0,CLF16OV, Civilian Labor Force,2015-01-01
3350,2015-02-06,2015-01-01,11.3,U6Rate, Unemployed plus Marginally Attached ,2015-01-01
261,2015-02-04,2015-01-01,118379.836,NPPTTL, ADP,2015-01-01
2196,2015-03-10,2015-01-01,4495.0,JTS1000TSL,  Total Separations: Total Private ,2015-01-01
96,2015-02-06,2015-01-01,118958.0,USPRIV, BLS private,2015-01-01
2525,2015-03-02,2015-01-01,100.12661281654,BSCICP03USM665S, OECD Business Confidence,2015-01-01
3515,2015-02-06,2015-01-01,62.9,CIVPART, Civilian Participation Rate,2015-01-01
1868,2015-03-10,2015-01-01,4523.0,JTS1000JOL, Job Openings: Total Private,2015-01-01
3185,2015-02-06,2015-01-01,2800.0,UEMP27OV, Unemployed for 27 Weeks,2015-01-01
3680,2015-02-06,2015-01-01,6810.0,LNS12032194, Part-Time for Econ Reasons,2015-01-01
2690,2015-02-06,2015-01-01,5.7,UNRATE, Unemployment Rate,2015-01-01
2032,2015-03-10,2015-01-01,4686.0,JTS1000HIL,  Hires: Total Private ,2015-01-01
748,2015-01-08,2015-01-03,294000.0,ICSA, Initial Claims,2015-01-03
1469,2015-01-15,2015-01-03,2424000.0,CCSA, Continued Claims ,2015-01-03
749,2015-01-15,2015-01-10,316000.0,ICSA, Initial Claims,2015-01-10
1470,2015-01-22,2015-01-10,2443000.0,CCSA, Continued Claims ,2015-01-10
750,2015-01-22,2015-01-17,307000.0,ICSA, Initial Claims,2015-01-17
1471,2015-01-29,2015-01-17,2385000.0,CCSA, Continued Claims ,2015-01-17
751,2015-01-29,2015-01-24,265000.0,ICSA, Initial Claims,2015-01-24
1472,2015-02-05,2015-01-24,2400000.0,CCSA, Continued Claims ,2015-01-24
752,2015-02-05,2015-01-31,278000.0,ICSA, Initial Claims,2015-01-31
1473,2015-02-12,2015-01-31,2354000.0,CCSA, Continued Claims ,2015-01-31
3516,2015-03-06,2015-02-01,62.8,CIVPART, Civilian Participation Rate,2015-02-01
2856,2015-03-06,2015-02-01,8705.0,UNEMPLOY, Unemployment Level,2015-02-01
2526,2015-04-01,2015-02-01,99.9097764289664,BSCICP03USM665S, OECD Business Confidence,2015-02-01
262,2015-03-04,2015-02-01,118926.164,NPPTTL, ADP,2015-02-01
2033,2015-04-07,2015-02-01,4605.0,JTS1000HIL,  Hires: Total Private ,2015-02-01
1869,2015-04-07,2015-02-01,4649.0,JTS1000JOL, Job Openings: Total Private,2015-02-01
97,2015-03-06,2015-02-01,119215.0,USPRIV, BLS private,2015-02-01
2361,2015-04-01,2015-02-01,101.279276566769,CSCICP03USM665S, OECD US Consumer Confidence,2015-02-01
3021,2015-03-06,2015-02-01,157002.0,CLF16OV, Civilian Labor Force,2015-02-01
2197,2015-04-07,2015-02-01,4329.0,JTS1000TSL,  Total Separations: Total Private ,2015-02-01
2691,2015-03-06,2015-02-01,5.5,UNRATE, Unemployment Rate,2015-02-01
3681,2015-03-06,2015-02-01,6635.0,LNS12032194, Part-Time for Econ Reasons,2015-02-01
3186,2015-03-06,2015-02-01,2709.0,UEMP27OV, Unemployed for 27 Weeks,2015-02-01
3351,2015-03-06,2015-02-01,11.0,U6Rate, Unemployed plus Marginally Attached ,2015-02-01
753,2015-02-12,2015-02-07,304000.0,ICSA, Initial Claims,2015-02-07
1474,2015-02-19,2015-02-07,2425000.0,CCSA, Continued Claims ,2015-02-07
1475,2015-02-26,2015-02-14,2401000.0,CCSA, Continued Claims ,2015-02-14
754,2015-02-19,2015-02-14,283000.0,ICSA, Initial Claims,2015-02-14
755,2015-02-26,2015-02-21,313000.0,ICSA, Initial Claims,2015-02-21
1476,2015-03-05,2015-02-21,2421000.0,CCSA, Continued Claims ,2015-02-21
756,2015-03-05,2015-02-28,320000.0,ICSA, Initial Claims,2015-02-28
1477,2015-03-12,2015-02-28,2418000.0,CCSA, Continued Claims ,2015-02-28
3682,2015-04-03,2015-03-01,6705.0,LNS12032194, Part-Time for Econ Reasons,2015-03-01
2692,2015-04-03,2015-03-01,5.5,UNRATE, Unemployment Rate,2015-03-01
2527,2015-04-01,2015-03-01,99.6457107070957,BSCICP03USM665S, OECD Business Confidence,2015-03-01
2857,2015-04-03,2015-03-01,8575.0,UNEMPLOY, Unemployment Level,2015-03-01
1870,2015-05-12,2015-03-01,4506.0,JTS1000JOL, Job Openings: Total Private,2015-03-01
3187,2015-04-03,2015-03-01,2563.0,UEMP27OV, Unemployed for 27 Weeks,2015-03-01
2198,2015-05-12,2015-03-01,4653.0,JTS1000TSL,  Total Separations: Total Private ,2015-03-01
98,2015-04-03,2015-03-01,119285.0,USPRIV, BLS private,2015-03-01
2034,2015-05-12,2015-03-01,4736.0,JTS1000HIL,  Hires: Total Private ,2015-03-01
3517,2015-04-03,2015-03-01,62.7,CIVPART, Civilian Participation Rate,2015-03-01
3022,2015-04-03,2015-03-01,156906.0,CLF16OV, Civilian Labor Force,2015-03-01
3352,2015-04-03,2015-03-01,10.9,U6Rate, Unemployed plus Marginally Attached ,2015-03-01
2362,2015-05-01,2015-03-01,100.951341368731,CSCICP03USM665S, OECD US Consumer Confidence,2015-03-01
263,2015-04-01,2015-03-01,119085.952,NPPTTL, ADP,2015-03-01
1478,2015-03-19,2015-03-07,2417000.0,CCSA, Continued Claims ,2015-03-07
757,2015-03-12,2015-03-07,289000.0,ICSA, Initial Claims,2015-03-07
